Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Matches,goals_per_90,assists_per_90,goals_assists_per_90,expected_goals_per_90,expected_assists_per_90,progressive_carries_per_90,progressive_passes_per_90,progressive_receptions_per_90,Goals,Assists,Goals + Assists,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions
1071,Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26,1998,30,13,1181,13.1,6,1,7,6,0,0,1,0,4.0,4.0,1.8,5.8,24,38,93,Matches,0.4580152671755725,0.07633587786259542,0.5343511450381679,0.3053435114503817,0.13740458015267176,1.83206106870229,2.900763358778626,7.099236641221374,94,51,89,86,72,64,38,85
2458,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,Matches,0.2643171806167401,0.13215859030837004,0.39647577092511016,0.19823788546255508,0.06167400881057269,2.3348017621145374,5.550660792951542,5.594713656387666,81,70,78,74,41,75,87,74
2514,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27,1997,37,32,2619,29.1,6,4,10,6,0,0,5,0,3.7,3.7,3.9,7.6,80,106,190,Matches,0.20618556701030927,0.1374570446735395,0.3436426116838488,0.12714776632302405,0.13402061855670103,2.7491408934707904,3.642611683848797,6.529209621993127,75,71,74,63,71,82,56,82
2769,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,30,1994,35,29,2652,29.5,6,8,14,6,0,0,1,0,7.6,7.6,7.8,15.4,107,76,302,Matches,0.2033898305084746,0.2711864406779661,0.4745762711864407,0.2576271186440678,0.26440677966101694,3.6271186440677967,2.5762711864406778,10.23728813559322,75,92,85,81,95,91,29,96
2775,Harry Wilson,wls WAL,"FW,MF",Fulham,eng Premier League,27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,4.2,4.2,1.1,5.3,22,51,96,Matches,0.46511627906976744,0.07751937984496124,0.5426356589147286,0.32558139534883723,0.08527131782945736,1.7054263565891472,3.953488372093023,7.441860465116279,94,52,90,88,52,60,63,87
1041,Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,23,2001,34,28,2434,27.0,6,5,11,5,1,2,2,0,8.0,6.5,5.0,11.4,121,98,214,Matches,0.2222222222222222,0.18518518518518517,0.4074074074074074,0.2962962962962963,0.18518518518518517,4.481481481481482,3.6296296296296298,7.925925925925926,77,81,79,85,85,95,56,89
2452,Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,de Bundesliga,31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,3.5,2.7,2.9,5.6,17,64,71,Matches,0.40816326530612246,0.20408163265306123,0.6122448979591837,0.2380952380952381,0.19727891156462585,1.1564625850340136,4.35374149659864,4.829931972789116,92,85,92,79,87,41,71,66
1520,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21,2003,28,12,1252,13.9,6,5,11,6,0,0,4,1,5.6,5.6,3.9,9.5,31,79,108,Matches,0.4316546762589928,0.3597122302158273,0.7913669064748201,0.40287769784172656,0.2805755395683453,2.2302158273381294,5.683453237410072,7.76978417266187,93,97,97,92,96,72,87,89
2539,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,7.3,7.3,7.4,14.7,72,131,127,Matches,0.21660649819494585,0.21660649819494585,0.4332129963898917,0.26353790613718414,0.26714801444043323,2.5992779783393503,4.729241877256317,4.584837545126354,76,87,82,82,95,81,77,62
1106,Albert Guðmundsson,is ISL,"FW,MF",Fiorentina,it Serie A,27,1997,24,16,1273,14.1,6,1,7,4,2,2,2,0,4.5,2.9,1.8,4.8,35,37,59,Matches,0.425531914893617,0.07092198581560284,0.49645390070921985,0.3191489361702128,0.12765957446808512,2.4822695035460995,2.624113475177305,4.184397163120567,93,50,87,87,69,78,31,58
1360,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32,1992,28,21,1673,18.6,6,3,9,6,0,0,2,0,6.6,6.6,2.0,8.7,39,29,108,Matches,0.3225806451612903,0.16129032258064516,0.48387096774193544,0.3548387096774193,0.1075268817204301,2.096774193548387,1.5591397849462365,5.806451612903225,86,77,86,89,63,69,9,75
978,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,7.3,7.3,4.5,11.8,141,56,290,Matches,0.24590163934426232,0.0819672131147541,0.3278688524590164,0.29918032786885246,0.18442622950819673,5.778688524590164,2.295081967213115,11.885245901639346,80,54,72,85,84,98,23,98
2571,Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24,2000,25,20,1517,16.9,6,1,7,5,1,1,2,0,5.3,4.5,0.9,5.4,29,29,85,Matches,0.3550295857988166,0.0591715976331361,0.4142011834319527,0.3136094674556213,0.053254437869822494,1.7159763313609468,1.7159763313609468,5.029585798816568,88,45,80,86,36,60,10,67
2667,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,26,1998,36,34,3032,33.7,6,4,10,6,0,0,4,0,2.7,2.7,3.1,5.8,66,226,76,Matches,0.17804154302670622,0.11869436201780414,0.29673590504451036,0.08011869436201781,0.09198813056379822,1.9584569732937684,6.706231454005934,2.2551928783382786,71,66,69,50,56,66,94,38
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,25,20,1729,19.2,6,10,16,5,1,1,3,0,6.8,6.0,7.6,13.7,96,70,255,Matches,0.3125,0.5208333333333334,0.8333333333333334,0.3541666666666667,0.3958333333333333,5.0,3.6458333333333335,13.28125,86,99,97,89,99,97,57,99
1319,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,23,2001,30,19,1663,18.5,6,6,12,6,0,0,1,0,3.5,3.5,5.6,9.1,50,143,138,Matches,0.32432432432432434,0.32432432432432434,0.6486486486486487,0.1891891891891892,0.30270270270270266,2.7027027027027026,7.72972972972973,7.45945945945946,87,96,93,73,97,82,97,87
897,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23,2001,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,Matches,0.18348623853211007,0.21406727828746175,0.39755351681957185,0.18654434250764523,0.2079510703363914,1.8348623853211008,6.483180428134556,3.8532110091743115,72,87,79,72,88,64,93,54
942,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27,1997,36,30,2495,27.7,6,3,9,6,0,0,3,1,6.3,6.3,3.4,9.8,77,44,201,Matches,0.21660649819494585,0.10830324909747292,0.3249097472924188,0.22743682310469315,0.12274368231046931,2.779783393501805,1.588447653429603,7.256317689530686,76,63,71,78,68,83,9,86
7,Himad Abdelli,dz ALG,"MF,FW",Angers,fr Ligue 1,24,1999,32,32,2842,31.6,6,1,7,3,3,4,4,0,6.4,3.2,3.2,6.4,107,207,111,Matches,0.18987341772151897,0.03164556962025316,0.22151898734177214,0.20253164556962025,0.10126582278481013,3.3860759493670884,6.5506329113924044,3.512658227848101,73,36,59,75,60,89,93,50
294,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,2005,33,19,1750,19.4,6,3,9,4,2,2,0,0,5.5,4.1,5.2,9.3,85,122,170,Matches,0.30927835051546393,0.15463917525773196,0.4639175257731959,0.2835051546391753,0.2680412371134021,4.381443298969073,6.288659793814434,8.762886597938145,85,75,84,84,95,95,92,93
214,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21,2002,30,29,2497,27.7,6,8,14,6,0,0,4,0,4.7,4.7,6.6,11.3,107,129,249,Matches,0.21660649819494585,0.2888086642599278,0.5054151624548736,0.1696750902527076,0.23826714801444043,3.8628158844765346,4.657039711191336,8.989169675090253,76,93,87,70,92,92,76,93
690,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28,1996,26,14,1259,14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,Matches,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.33571428571428574,0.24285714285714285,2.0714285714285716,4.357142857142857,7.571428571428571,93,93,96,88,92,68,71,88
308,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,1995,36,28,2339,26.0,6,7,13,6,0,1,5,0,6.8,6.0,5.0,11.0,65,78,216,Matches,0.23076923076923078,0.2692307692307692,0.5,0.26153846153846155,0.19230769230769232,2.5,3.0,8.307692307692308,78,92,87,82,86,79,41,91
582,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22,2002,37,26,2233,24.8,6,2,8,5,1,1,5,1,5.9,5.1,2.9,8.0,27,48,116,Matches,0.24193548387096772,0.08064516129032258,0.3225806451612903,0.23790322580645162,0.11693548387096774,1.0887096774193548,1.9354838709677418,4.67741935483871,79,53,71,79,66,39,15,63
363,Ange-Yoan Bonny,fr FRA,FW,Parma,it Serie A,20,2003,37,30,2529,28.1,6,4,10,4,2,3,2,0,9.4,7.1,2.9,9.9,41,53,163,Matches,0.21352313167259784,0.14234875444839856,0.3558718861209964,0.33451957295373663,0.10320284697508895,1.4590747330960854,1.886120996441281,5.800711743772242,76,72,75,88,61,51,14,75
346,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1997,29,26,2293,25.5,6,8,14,6,0,0,6,0,5.0,5.0,4.6,9.6,83,116,184,Matches,0.23529411764705882,0.3137254901960784,0.5490196078431373,0.19607843137254902,0.1803921568627451,3.2549019607843137,4.549019607843137,7.215686274509804,79,95,90,74,84,88,75,86
293,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,2001,33,21,1953,21.7,5,4,9,3,2,3,6,0,5.4,3.1,3.0,6.1,23,64,94,Matches,0.2304147465437788,0.18433179723502305,0.4147465437788019,0.24884792626728114,0.1382488479262673,1.0599078341013826,2.9493087557603688,4.331797235023042,78,81,80,80,73,38,40,59
1554,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,Matches,0.17301038062283738,0.17301038062283738,0.34602076124567477,0.09688581314878893,0.16262975778546715,1.245674740484429,6.124567474048443,2.768166089965398,70,79,74,55,80,45,91,43
444,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30,1994,29,26,1947,21.6,5,6,11,2,3,4,5,0,4.4,1.3,5.6,6.9,52,173,51,Matches,0.23148148148148145,0.27777777777777773,0.5092592592592592,0.20370370370370372,0.25925925925925924,2.4074074074074074,8.00925925925926,2.361111111111111,78,92,88,75,95,77,98,39
449,Mahdi Camara,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,34,31,2659,29.5,5,3,8,5,0,0,5,0,4.1,4.1,2.0,6.2,58,111,112,Matches,0.1694915254237288,0.1016949152542373,0.2711864406779661,0.13898305084745763,0.06779661016949153,1.9661016949152543,3.76271186440678,3.7966101694915255,70,61,66,65,44,66,59,53
636,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26,1998,36,33,2988,33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,Matches,0.1506024096385542,0.03012048192771084,0.18072289156626503,0.08433734939759036,0.06325301204819277,1.0542168674698795,3.5542168674698793,3.5240963855421685,66,35,52,51,42,37,54,50
934,Davide Frattesi,it ITA,MF,Inter,it Serie A,24,1999,28,9,1225,13.6,5,1,6,5,0,0,1,0,4.0,4.0,0.8,4.8,23,31,50,Matches,0.36764705882352944,0.07352941176470588,0.4411764705882353,0.29411764705882354,0.05882352941176471,1.6911764705882353,2.2794117647058822,3.6764705882352944,89,51,82,85,39,59,22,52
1045,Robin Gosens,de GER,DF,Fiorentina,it Serie A,30,1994,32,29,2521,28.0,5,5,10,5,0,0,6,0,1.8,1.8,2.4,4.1,31,102,91,Matches,0.17857142857142858,0.17857142857142858,0.35714285714285715,0.0642857142857143,0.08571428571428572,1.1071428571428572,3.642857142857143,3.25,71,80,75,43,53,40,57,48
1991,Aimar Oroz,es ESP,MF,Osasuna,es La Liga,22,2001,37,35,2966,33.0,5,4,9,4,1,1,8,0,4.2,3.5,2.9,6.5,74,163,142,Matches,0.15151515151515152,0.12121212121212122,0.2727272727272727,0.1272727272727273,0.08787878787878788,2.242424242424242,4.9393939393939394,4.303030303030303,66,67,66,63,54,73,80,59
2216,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30,1993,36,33,2831,31.5,5,3,8,3,2,2,6,0,3.3,1.7,4.5,6.2,93,103,228,Matches,0.15873015873015872,0.09523809523809523,0.25396825396825395,0.10476190476190475,0.14285714285714285,2.9523809523809526,3.2698412698412698,7.238095238095238,68,59,64,57,74,85,47,86
635,Cucho,co COL,FW,Betis,es La Liga,25,1999,15,14,1139,12.7,5,1,6,5,0,0,0,0,3.8,3.8,1.5,5.3,27,34,82,Matches,0.3937007874015748,0.07874015748031496,0.4724409448818898,0.2992125984251969,0.11811023622047245,2.125984251968504,2.677165354330709,6.456692913385827,91,52,85,85,66,70,32,81
9,Ali Abdi,tn TUN,"DF,MF",Nice,fr Ligue 1,30,1993,25,17,1393,15.5,5,2,7,5,0,0,2,0,4.3,4.3,1.9,6.2,35,42,101,Matches,0.3225806451612903,0.12903225806451613,0.45161290322580644,0.27741935483870966,0.12258064516129032,2.2580645161290325,2.7096774193548385,6.516129032258065,86,69,83,83,67,73,33,81
986,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,23,2001,31,27,2333,25.9,5,4,9,5,0,0,2,0,5.4,5.4,3.5,8.9,116,103,189,Matches,0.19305019305019305,0.15444015444015444,0.3474903474903475,0.20849420849420852,0.13513513513513514,4.478764478764479,3.976833976833977,7.297297297297297,73,75,74,76,71,95,64,86
1419,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31,1992,28,22,1842,20.5,5,1,6,5,0,0,5,0,2.7,2.7,0.8,3.5,24,78,49,Matches,0.24390243902439024,0.04878048780487805,0.2926829268292683,0.13170731707317074,0.03902439024390244,1.170731707317073,3.8048780487804876,2.3902439024390243,79,43,69,63,29,42,60,39
1427,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,4.1,3.4,3.7,7.0,74,57,89,Matches,0.3816793893129771,0.22900763358778625,0.6106870229007634,0.3129770992366412,0.2824427480916031,5.648854961832061,4.351145038167939,6.793893129770993,90,88,92,86,96,98,71,83
1933,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,30,1994,34,34,2819,31.3,5,4,9,5,0,0,8,1,4.3,4.3,1.3,5.6,14,154,42,Matches,0.1597444089456869,0.12779552715654952,0.28753993610223644,0.13738019169329072,0.04153354632587859,0.4472843450479233,4.920127795527156,1.3418530351437699,68,69,68,64,30,12,80,29
1569,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24,1999,31,17,1516,16.8,5,1,6,5,0,0,5,1,6.0,6.0,1.5,7.5,17,25,80,Matches,0.2976190476190476,0.05952380952380952,0.35714285714285715,0.35714285714285715,0.08928571428571429,1.0119047619047619,1.4880952380952381,4.761904761904762,84,46,75,90,55,35,7,65
632,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24,2000,34,26,2257,25.1,5,4,9,5,0,0,2,0,2.7,2.7,4.1,6.9,59,66,131,Matches,0.199203187250996,0.1593625498007968,0.3585657370517928,0.10756972111553785,0.1633466135458167,2.3505976095617527,2.6294820717131473,5.219123505976095,74,77,76,58,80,76,31,69
911,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19,2005,29,16,1589,17.7,5,4,9,5,0,0,2,0,3.8,3.8,3.7,7.6,112,45,205,Matches,0.2824858757062147,0.22598870056497175,0.5084745762711864,0.21468926553672316,0.2090395480225989,6.327683615819209,2.542372881355932,11.581920903954803,83,88,87,77,89,99,29,98
1924,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25,1999,30,8,1133,12.6,5,2,7,5,0,0,8,0,5.8,5.8,1.3,7.1,23,27,78,Matches,0.39682539682539686,0.15873015873015872,0.5555555555555556,0.4603174603174603,0.10317460317460318,1.8253968253968254,2.142857142857143,6.190476190476191,91,77,90,94,61,63,19,78
413,Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,eng Premier League,19,2004,31,14,1523,16.9,5,2,7,5,0,0,8,0,3.9,3.9,3.1,7.0,39,54,74,Matches,0.2958579881656805,0.1183431952662722,0.4142011834319527,0.23076923076923078,0.18343195266272191,2.307692307692308,3.1952662721893494,4.378698224852071,84,66,80,79,84,75,45,60
1008,Santiago Giménez,mx MEX,FW,Milan,it Serie A,23,2001,14,7,669,7.4,5,2,7,5,0,1,3,1,4.8,4.0,0.9,4.9,13,6,38,Matches,0.6756756756756757,0.27027027027027023,0.9459459459459459,0.6486486486486486,0.12162162162162161,1.7567567567567566,0.8108108108108107,5.135135135135135,98,92,98,98,67,62,0,68
941,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23,2000,33,25,2314,25.7,5,5,10,5,0,0,4,0,4.1,4.1,4.2,8.3,100,55,272,Matches,0.19455252918287938,0.19455252918287938,0.38910505836575876,0.15953307392996108,0.16342412451361868,3.8910505836575875,2.140077821011673,10.583657587548638,74,83,77,68,80,92,19,97
1002,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22,2002,31,23,1895,21.1,5,1,6,5,0,0,5,0,1.9,1.9,2.1,3.9,37,50,45,Matches,0.23696682464454974,0.04739336492890995,0.2843601895734597,0.0900473933649289,0.0995260663507109,1.7535545023696681,2.3696682464454977,2.132701421800948,79,42,68,53,59,61,25,37
323,Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28,1995,30,29,2565,28.5,5,2,7,5,0,1,11,0,4.0,3.0,3.7,6.7,29,143,111,Matches,0.17543859649122806,0.07017543859649122,0.24561403508771928,0.14035087719298245,0.1298245614035088,1.0175438596491229,5.017543859649122,3.8947368421052633,70,49,63,65,69,36,81,55
339,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,2005,31,30,2559,28.4,5,2,7,5,0,0,5,0,2.2,2.2,3.6,5.9,47,138,102,Matches,0.17605633802816903,0.07042253521126761,0.24647887323943662,0.07746478873239437,0.1267605633802817,1.6549295774647887,4.859154929577465,3.591549295774648,70,50,63,48,69,58,79,51
1684,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27,1997,24,7,1114,12.4,5,1,6,4,1,1,0,0,3.4,2.6,0.9,3.6,10,13,43,Matches,0.4032258064516129,0.08064516129032258,0.48387096774193544,0.27419354838709675,0.07258064516129033,0.8064516129032258,1.0483870967741935,3.467741935483871,92,53,86,83,46,27,2,49
1802,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,1998,31,24,2104,23.4,5,2,7,5,0,0,3,0,5.1,5.1,1.8,6.9,53,47,139,Matches,0.2136752136752137,0.08547008547008547,0.29914529914529914,0.21794871794871795,0.07692307692307693,2.264957264957265,2.0085470085470085,5.94017094017094,76,55,69,77,49,73,17,77
1800,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,1999,35,12,1375,15.3,5,1,6,5,0,0,4,0,6.6,6.6,1.3,7.9,17,25,83,Matches,0.32679738562091504,0.06535947712418301,0.39215686274509803,0.4313725490196078,0.08496732026143791,1.1111111111111112,1.6339869281045751,5.424836601307189,87,48,78,93,52,40,10,72
975,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31,1993,36,30,2413,26.8,5,5,10,5,0,0,2,0,3.2,3.2,3.6,6.8,37,112,157,Matches,0.18656716417910446,0.18656716417910446,0.3731343283582089,0.11940298507462686,0.13432835820895522,1.380597014925373,4.17910447761194,5.858208955223881,72,82,77,61,71,49,68,76
1742,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26,1997,37,37,3330,37.0,5,2,7,5,0,0,4,0,4.0,4.0,1.1,5.1,3,51,6,Matches,0.13513513513513514,0.05405405405405406,0.1891891891891892,0.10810810810810811,0.02972972972972973,0.08108108108108109,1.3783783783783783,0.16216216216216217,64,44,54,58,23,1,6,8
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,Matches,0.27173913043478265,0.16304347826086957,0.4347826086956522,0.25,0.13586956521739132,2.2826086956521743,3.6413043478260874,4.293478260869565,82,77,82,80,72,74,56,59
1421,Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,23,2000,32,31,2590,28.8,5,3,8,5,0,0,2,1,6.9,6.9,3.1,10.0,98,79,216,Matches,0.1736111111111111,0.10416666666666666,0.2777777777777778,0.23958333333333334,0.1076388888888889,3.4027777777777777,2.7430555555555554,7.5,70,62,67,80,63,90,34,87
1416,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27,1997,30,28,2513,27.9,5,3,8,5,0,0,4,0,2.5,2.5,3.1,5.6,51,172,162,Matches,0.17921146953405018,0.10752688172043011,0.28673835125448033,0.08960573476702509,0.11111111111111112,1.827956989247312,6.164874551971327,5.806451612903226,71,63,68,53,64,64,91,76
138,Antony,br BRA,FW,Betis,es La Liga,24,2000,17,15,1362,15.1,5,2,7,5,0,0,2,1,2.9,2.9,3.5,6.3,94,67,157,Matches,0.33112582781456956,0.13245033112582782,0.4635761589403974,0.19205298013245034,0.2317880794701987,6.225165562913907,4.437086092715232,10.397350993377483,87,70,84,74,91,99,73,96
586,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28,1996,28,14,1282,14.2,5,4,9,5,0,0,0,0,4.3,4.3,3.3,7.6,66,45,215,Matches,0.35211267605633806,0.28169014084507044,0.6338028169014085,0.3028169014084507,0.2323943661971831,4.647887323943662,3.1690140845070425,15.140845070422536,88,93,93,85,91,96,45,99
1091,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,26,1997,38,38,3271,36.3,5,6,11,5,0,0,7,0,4.3,4.3,6.1,10.4,64,271,96,Matches,0.13774104683195593,0.1652892561983471,0.30303030303030304,0.1184573002754821,0.16804407713498623,1.7630853994490359,7.465564738292011,2.644628099173554,64,78,69,61,81,62,97,42
2771,Nico Williams,es ESP,FW,Athletic Club,es La Liga,22,2002,29,22,1996,22.2,5,5,10,5,0,0,1,0,4.2,4.2,3.5,7.7,118,69,254,Matches,0.22522522522522523,0.22522522522522523,0.45045045045045046,0.1891891891891892,0.15765765765765766,5.315315315315315,3.1081081081081083,11.441441441441441,78,88,83,73,78,98,43,98
67,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,22,2002,32,27,2406,26.7,5,10,15,4,1,1,2,0,9.2,8.4,7.3,15.7,127,173,226,Matches,0.18726591760299627,0.37453183520599254,0.5617977528089888,0.3445692883895131,0.27340823970037453,4.756554307116105,6.479400749063671,8.464419475655431,72,97,91,89,96,96,93,92
2757,Mitchell Weiser,de GER,"DF,MF",Werder Bremen,de Bundesliga,30,1994,32,32,2868,31.9,5,9,14,5,0,0,9,1,5.4,5.4,4.7,10.1,65,125,200,Matches,0.15673981191222572,0.2821316614420063,0.438871473354232,0.16927899686520378,0.14733542319749218,2.0376175548589344,3.918495297805643,6.269592476489028,67,93,82,70,76,68,62,79
2752,Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,24,2000,30,18,1638,18.2,5,2,7,5,0,0,4,0,3.4,3.4,1.6,5.1,45,56,120,Matches,0.27472527472527475,0.10989010989010989,0.38461538461538464,0.18681318681318682,0.08791208791208792,2.4725274725274726,3.076923076923077,6.593406593406594,82,64,77,73,54,78,43,82
2724,Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,26,1997,30,23,2117,23.5,5,4,9,3,2,2,0,0,3.4,1.8,2.4,4.2,53,94,110,Matches,0.2127659574468085,0.1702127659574468,0.3829787234042553,0.14468085106382977,0.10212765957446808,2.25531914893617,4.0,4.680851063829787,76,79,77,66,60,73,64,63
2719,Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,24,2000,29,20,2042,22.7,5,1,6,3,2,2,1,0,3.4,1.8,2.6,4.4,53,224,57,Matches,0.22026431718061676,0.04405286343612335,0.2643171806167401,0.14977973568281938,0.1145374449339207,2.3348017621145374,9.86784140969163,2.511013215859031,77,41,65,66,65,75,99,41
2704,Carlos Vicente,es ESP,"FW,MF",Alavés,es La Liga,25,1999,37,35,3092,34.4,5,5,10,4,1,1,3,0,3.5,2.7,5.4,8.1,104,68,226,Matches,0.14534883720930233,0.14534883720930233,0.29069767441860467,0.10174418604651163,0.15697674418604654,3.0232558139534884,1.9767441860465118,6.569767441860465,65,73,68,56,78,86,16,82
85,Alfon,es ESP,"FW,MF",Celta Vigo,es La Liga,25,1999,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,89,22,170,Matches,0.32894736842105265,0.13157894736842105,0.46052631578947373,0.3026315789473684,0.17105263157894737,5.855263157894737,1.4473684210526316,11.18421052631579,87,70,84,85,82,98,6,97
1166,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,eng Premier League,19,2005,26,22,1842,20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,Matches,0.24390243902439024,0.0975609756097561,0.34146341463414637,0.13170731707317074,0.07317073170731707,0.926829268292683,3.317073170731707,2.6341463414634148,79,60,73,63,47,32,48,42
482,Irvin Cardona,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1997,15,13,1063,11.8,5,3,8,5,0,1,2,0,4.5,3.7,1.4,5.0,30,32,135,Matches,0.423728813559322,0.2542372881355932,0.6779661016949152,0.3813559322033898,0.11864406779661016,2.542372881355932,2.711864406779661,11.440677966101694,93,91,94,91,66,80,33,98
1188,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,23,2000,31,25,2194,24.4,5,2,7,5,0,0,2,0,2.5,2.5,2.7,5.2,130,71,189,Matches,0.20491803278688525,0.0819672131147541,0.2868852459016394,0.10245901639344263,0.11065573770491804,5.327868852459017,2.9098360655737707,7.745901639344263,75,54,68,57,64,98,39,88
2536,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30,1994,29,17,1583,17.6,5,1,6,1,4,4,5,0,5.1,2.0,1.7,3.6,15,22,52,Matches,0.28409090909090906,0.056818181818181816,0.3409090909090909,0.28977272727272724,0.09659090909090907,0.8522727272727272,1.25,2.954545454545454,83,45,73,84,58,28,4,45
1180,Mathias Honsak,at AUT,"FW,DF",Heidenheim,de Bundesliga,27,1996,22,12,1181,13.1,5,1,6,5,0,0,1,0,3.3,3.3,1.6,4.9,37,29,58,Matches,0.3816793893129771,0.07633587786259542,0.4580152671755725,0.25190839694656486,0.12213740458015268,2.8244274809160306,2.213740458015267,4.427480916030534,90,51,83,81,67,83,21,61
2483,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,23,2000,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,Matches,0.23696682464454974,0.1895734597156398,0.42654028436018954,0.1800947867298578,0.14691943127962084,2.890995260663507,2.132701421800948,6.824644549763033,79,82,81,72,75,84,19,83
