gw,active_chip,name,pos,team,cost,slot,is_starter,is_cap,is_vc,multiplier,pts,pts_counted
11,,Gabriel,DEF,ARS,7.3,3,True,False,True,1,1,1
11,,Tarkowski,DEF,EVE,5.8,4,True,False,False,1,5,5
11,,Enzo,MID,CHE,6.5,5,True,False,False,1,3,3
11,,Semenyo,MID,MCI,8.0,6,True,False,False,1,0,0
11,,Ndiaye,MID,EVE,6.3,7,True,False,False,1,3,3
11,,Sarr,MID,CRY,6.4,8,True,False,False,1,3,3
11,,João Pedro,FWD,CHE,7.4,9,True,False,False,1,7,7
11,,Haaland,FWD,MCI,14.7,10,True,True,False,2,4,8
11,,Mateta,FWD,CRY,7.6,11,True,False,False,1,2,2
11,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
11,,Reijnders,MID,MCI,5.0,13,False,False,False,0,0,0
11,,Diouf,DEF,WHU,4.1,14,False,False,False,0,1,0
11,,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
12,,Raya,GKP,ARS,6.2,1,True,False,False,1,2,2
12,,Cucurella,DEF,CHE,6.1,2,True,False,False,1,6,6
12,,Guéhi,DEF,MCI,5.1,3,True,False,False,1,5,5
12,,Virgil,DEF,LIV,6.1,4,True,False,False,1,3,3
12,,Sarr,MID,CRY,6.4,5,True,False,False,1,3,3
12,,Enzo,MID,CHE,6.5,6,True,False,False,1,11,11
12,,Ndiaye,MID,EVE,6.3,7,True,False,False,1,3,3
12,,Reijnders,MID,MCI,5.0,8,True,False,False,1,1,1
12,,Haaland,FWD,MCI,14.7,9,True,True,False,2,2,4
12,,Mateta,FWD,CRY,7.6,10,True,False,False,1,1,1
12,,João Pedro,FWD,CHE,7.4,11,True,False,True,1,1,1
12,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
12,,Semenyo,MID,MCI,8.0,13,False,False,False,0,0,0
12,,Diouf,DEF,WHU,4.1,14,False,False,False,0,3,0
12,,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
13,,Raya,GKP,ARS,6.2,1,True,False,False,1,3,3
13,,Cucurella,DEF,CHE,6.1,2,True,False,False,1,1,1
13,,Virgil,DEF,LIV,6.1,3,True,False,False,1,6,6
13,,Guéhi,DEF,MCI,5.1,4,True,False,False,1,0,0
13,,Reijnders,MID,MCI,5.0,5,True,False,False,1,3,3
13,,Semenyo,MID,MCI,8.0,6,True,False,False,1,1,1
13,,Ndiaye,MID,EVE,6.3,7,True,False,False,1,2,2
13,,Sarr,MID,CRY,6.4,8,True,False,False,1,1,1
13,,Thiago,FWD,BRE,7.2,9,True,False,True,1,13,13
13,,Haaland,FWD,MCI,14.7,10,True,True,False,2,2,4
13,,Mateta,FWD,CRY,7.6,11,True,False,False,1,6,6
13,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,1,0
13,,Enzo,MID,CHE,6.5,13,False,False,False,0,2,0
13,,Diouf,DEF,WHU,4.1,14,False,False,False,0,1,0
13,,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
14,,Raya,GKP,ARS,6.2,1,True,False,False,1,6,6
14,,Cucurella,DEF,CHE,6.1,2,True,False,False,1,1,1
14,,Virgil,DEF,LIV,6.1,3,True,False,False,1,4,4
14,,Guéhi,DEF,MCI,5.1,4,True,False,False,1,14,14
14,,Reijnders,MID,MCI,5.0,5,True,False,False,1,7,7
14,,Semenyo,MID,MCI,8.0,6,True,False,False,1,4,4
14,,Ndiaye,MID,EVE,6.3,7,True,False,False,1,3,3
14,,Foden,MID,MCI,8.0,8,True,False,False,1,17,17
14,,Enzo,MID,CHE,6.5,9,True,False,False,1,2,2
14,,Haaland,FWD,MCI,14.7,10,True,True,False,2,14,28
14,,Mateta,FWD,CRY,7.6,11,True,False,True,1,2,2
14,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
14,,Thiago,FWD,BRE,7.2,13,False,False,False,0,1,0
14,,Diouf,DEF,WHU,4.1,14,False,False,False,0,3,0
14,,Estève,DEF,BUR,3.8,15,False,False,False,0,4,0
15,,Raya,GKP,ARS,6.2,1,True,False,False,1,2,2
15,,Cucurella,DEF,CHE,6.1,2,True,False,False,1,6,6
15,,Virgil,DEF,LIV,6.1,3,True,False,False,1,2,2
15,,Guéhi,DEF,MCI,5.1,4,True,False,False,1,8,8
15,,Reijnders,MID,MCI,5.0,5,True,False,False,1,1,1
15,,Ndiaye,MID,EVE,6.3,6,True,False,False,1,8,8
15,,Foden,MID,MCI,8.0,7,True,False,False,1,12,12
15,,Enzo,MID,CHE,6.5,8,True,False,False,1,3,3
15,,Thiago,FWD,BRE,7.2,9,True,False,False,1,2,2
15,,Haaland,FWD,MCI,14.7,10,True,True,False,2,2,4
15,,Mateta,FWD,CRY,7.6,11,True,False,True,1,2,2
15,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,3,0
15,,Semenyo,MID,MCI,8.0,13,False,False,False,0,3,0
15,,Diouf,DEF,WHU,4.1,14,False,False,False,0,6,0
15,,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
16,,Raya,GKP,ARS,6.2,1,True,False,False,1,2,2
16,,Hincapie,DEF,ARS,5.1,2,True,False,False,1,4,4
16,,Virgil,DEF,LIV,6.1,3,True,False,False,1,6,6
16,,Andersen,DEF,FUL,4.4,4,True,False,False,1,2,2
16,,Semenyo,MID,MCI,8.0,5,True,False,False,1,6,6
16,,Rice,MID,ARS,7.2,6,True,False,False,1,2,2
16,,Foden,MID,MCI,8.0,7,True,False,False,1,11,11
16,,Enzo,MID,CHE,6.5,8,True,False,False,1,3,3
16,,Thiago,FWD,BRE,7.2,9,True,False,False,1,2,2
16,,Haaland,FWD,MCI,14.7,10,True,True,False,2,13,26
16,,Raúl,FWD,FUL,5.9,11,True,False,True,1,2,2
16,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,1,0
16,,Reijnders,MID,MCI,5.0,13,False,False,False,0,3,0
16,,Guéhi,DEF,MCI,5.1,14,False,False,False,0,1,0
16,,Estève,DEF,BUR,3.8,15,False,False,False,0,1,0
17,,Raya,GKP,ARS,6.2,1,True,False,False,1,7,7
17,,Hincapie,DEF,ARS,5.1,2,True,False,False,1,10,10
17,,Virgil,DEF,LIV,6.1,3,True,False,False,1,2,2
17,,Guéhi,DEF,MCI,5.1,4,True,False,False,1,1,1
17,,Semenyo,MID,MCI,8.0,5,True,False,False,1,10,10
17,,Rice,MID,ARS,7.2,6,True,False,False,1,11,11
17,,Foden,MID,MCI,8.0,7,True,False,False,1,3,3
17,,Reijnders,MID,MCI,5.0,8,True,False,False,1,8,8
17,,Thiago,FWD,BRE,7.2,9,True,False,True,1,2,2
17,,Haaland,FWD,MCI,14.7,10,True,True,False,2,16,32
17,,Raúl,FWD,FUL,5.9,11,True,False,False,1,5,5
17,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
17,,Enzo,MID,CHE,6.5,13,False,False,False,0,1,0
17,,Andersen,DEF,FUL,4.4,14,False,False,False,0,7,0
17,,Estève,DEF,BUR,3.8,15,False,False,False,0,0,0
18,bboost,Raya,GKP,ARS,6.2,1,True,False,False,1,2,2
18,bboost,Keane,DEF,EVE,4.5,2,True,False,False,1,10,10
18,bboost,Virgil,DEF,LIV,6.1,3,True,False,True,1,2,2
18,bboost,Andersen,DEF,FUL,4.4,4,True,False,False,1,5,5
18,bboost,Wirtz,MID,LIV,8.3,5,True,False,False,1,10,10
18,bboost,Rice,MID,ARS,7.2,6,True,False,False,1,5,5
18,bboost,Foden,MID,MCI,8.0,7,True,False,False,1,2,2
18,bboost,Reijnders,MID,MCI,5.0,8,True,False,False,1,8,8
18,bboost,Woltemade,FWD,NEW,6.7,9,True,False,False,1,2,2
18,bboost,Haaland,FWD,MCI,14.7,10,True,True,False,2,2,4
18,bboost,Raúl,FWD,FUL,5.9,11,True,False,False,1,9,9
18,bboost,Dúbravka,GKP,BUR,4.0,12,False,False,False,1,11,11
18,bboost,Semenyo,MID,MCI,8.0,13,False,False,False,1,9,9
18,bboost,Hincapie,DEF,ARS,5.1,14,False,False,False,1,1,1
18,bboost,Estève,DEF,BUR,3.8,15,False,False,False,1,0,0
19,,Raya,GKP,ARS,6.2,1,True,False,False,1,2,2
19,,Hincapie,DEF,ARS,5.1,2,True,False,False,1,2,2
19,,Andersen,DEF,FUL,4.4,3,True,False,False,1,3,3
19,,Virgil,DEF,LIV,6.1,4,True,False,False,1,6,6
19,,Foden,MID,MCI,8.0,5,True,False,False,1,3,3
19,,Wirtz,MID,LIV,8.3,6,True,False,False,1,3,3
19,,Reijnders,MID,MCI,5.0,7,True,False,False,1,1,1
19,,Semenyo,MID,MCI,8.0,8,True,False,False,1,5,5
19,,Haaland,FWD,MCI,14.7,9,True,False,True,1,2,2
19,,Raúl,FWD,FUL,5.9,10,True,False,False,1,2,2
19,,Woltemade,FWD,NEW,6.7,11,True,True,False,2,1,2
19,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,2,0
19,,Rice,MID,ARS,7.2,13,False,False,False,0,0,0
19,,Keane,DEF,EVE,4.5,14,False,False,False,0,0,0
19,,Estève,DEF,BUR,3.8,15,False,False,False,0,0,0
20,,Raya,GKP,ARS,6.2,1,True,False,False,1,1,1
20,,Keane,DEF,EVE,4.5,2,True,False,False,1,0,0
20,,Virgil,DEF,LIV,6.1,3,True,False,False,1,1,1
20,,Hincapie,DEF,ARS,5.1,4,True,False,False,1,1,1
20,,Wirtz,MID,LIV,8.3,5,True,False,False,1,10,10
20,,Rice,MID,ARS,7.2,6,True,False,False,1,17,17
20,,Foden,MID,MCI,8.0,7,True,False,False,1,2,2
20,,Reijnders,MID,MCI,5.0,8,True,False,False,1,10,10
20,,Garner,MID,EVE,5.2,9,True,False,False,1,4,4
20,,Woltemade,FWD,NEW,6.7,10,True,False,True,1,1,1
20,,Haaland,FWD,MCI,14.7,11,True,True,False,2,2,4
20,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,1,0
20,,Raúl,FWD,FUL,5.9,13,False,False,False,0,5,0
20,,Andersen,DEF,FUL,4.4,14,False,False,False,0,3,0
20,,Estève,DEF,BUR,3.8,15,False,False,False,0,0,0
21,,Raya,GKP,ARS,6.2,1,True,False,False,1,6,6
21,,Keane,DEF,EVE,4.5,2,True,False,False,1,5,5
21,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,-1,-1
21,,Hincapie,DEF,ARS,5.1,4,True,False,False,1,1,1
21,,Palmer,MID,CHE,10.3,5,True,False,True,1,1,1
21,,Rice,MID,ARS,7.2,6,True,False,False,1,3,3
21,,Foden,MID,MCI,8.0,7,True,False,False,1,2,2
21,,Reijnders,MID,MCI,5.0,8,True,False,False,1,2,2
21,,Garner,MID,EVE,5.2,9,True,False,False,1,6,6
21,,Woltemade,FWD,NEW,6.7,10,True,False,False,1,5,5
21,,Haaland,FWD,MCI,14.7,11,True,True,False,2,6,12
21,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,3,0
21,,Raúl,FWD,FUL,5.9,13,False,False,False,0,5,0
21,,Andersen,DEF,FUL,4.4,14,False,False,False,0,2,0
21,,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
22,,Raya,GKP,ARS,6.2,1,True,False,False,1,6,6
22,,Andersen,DEF,FUL,4.4,2,True,False,False,1,2,2
22,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,9,9
22,,Gabriel,DEF,ARS,7.3,4,True,False,True,1,8,8
22,,Palmer,MID,CHE,10.3,5,True,False,False,1,9,9
22,,Rice,MID,ARS,7.2,6,True,False,False,1,3,3
22,,Foden,MID,MCI,8.0,7,True,False,False,1,1,1
22,,Reijnders,MID,MCI,5.0,8,True,False,False,1,1,1
22,,Garner,MID,EVE,5.2,9,True,False,False,1,4,4
22,,Woltemade,FWD,NEW,6.7,10,True,False,False,1,2,2
22,,Haaland,FWD,MCI,14.7,11,True,True,False,2,2,4
22,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,5,0
22,,Raúl,FWD,FUL,5.9,13,False,False,False,0,2,0
22,,Keane,DEF,EVE,4.5,14,False,False,False,0,0,0
22,,Estève,DEF,BUR,3.8,15,False,False,False,0,2,0
23,,Raya,GKP,ARS,6.2,1,True,False,False,1,1,1
23,,Gabriel,DEF,ARS,7.3,2,True,False,False,1,1,1
23,,Andersen,DEF,FUL,4.4,3,True,False,False,1,8,8
23,,Thiaw,DEF,NEW,4.9,4,True,False,False,1,1,1
23,,Enzo,MID,CHE,6.5,5,True,False,False,1,8,8
23,,Garner,MID,EVE,5.2,6,True,False,False,1,2,2
23,,Reijnders,MID,MCI,5.0,7,True,False,False,1,3,3
23,,Rice,MID,ARS,7.2,8,True,False,True,1,1,1
23,,Haaland,FWD,MCI,14.7,9,True,True,False,2,1,2
23,,Raúl,FWD,FUL,5.9,10,True,False,False,1,2,2
23,,Woltemade,FWD,NEW,6.7,11,True,False,False,1,1,1
23,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,5,0
23,,Palmer,MID,CHE,10.3,13,False,False,False,0,0,0
23,,Estève,DEF,BUR,3.8,14,False,False,False,0,3,0
23,,Keane,DEF,EVE,4.5,15,False,False,False,0,0,0
24,freehit,Roefs,GKP,SUN,4.8,1,True,False,False,1,6,6
24,freehit,James,DEF,CHE,5.6,2,True,False,False,1,1,1
24,freehit,Chalobah,DEF,CHE,5.4,3,True,False,False,1,3,3
24,freehit,Gabriel,DEF,ARS,7.3,4,True,False,False,1,8,8
24,freehit,Mukiele,DEF,SUN,4.6,5,True,False,False,1,9,9
24,freehit,Palmer,MID,CHE,10.3,6,True,False,False,1,2,2
24,freehit,Rice,MID,ARS,7.2,7,True,False,False,1,3,3
24,freehit,Mbeumo,MID,MUN,8.3,8,True,False,True,1,2,2
24,freehit,Cherki,MID,MCI,6.5,9,True,False,False,1,8,8
24,freehit,Evanilson,FWD,BOU,6.6,10,True,False,False,1,2,2
24,freehit,Haaland,FWD,MCI,14.7,11,True,True,False,2,5,10
24,freehit,Bettinelli,GKP,MCI,3.8,12,False,False,False,0,0,0
24,freehit,Anderson,MID,NFO,5.7,13,False,False,False,0,7,0
24,freehit,Fraser,FWD,WOL,4.2,14,False,False,False,0,0,0
24,freehit,R.Williams,DEF,LIV,3.7,15,False,False,False,0,0,0
25,,Raya,GKP,ARS,6.2,1,True,False,False,1,7,7
25,,Andersen,DEF,FUL,4.4,2,True,False,False,1,1,1
25,,Thiaw,DEF,NEW,4.9,3,True,False,False,1,1,1
25,,Gabriel,DEF,ARS,7.3,4,True,False,False,1,6,6
25,,Palmer,MID,CHE,10.3,5,True,True,False,2,20,40
25,,Rice,MID,ARS,7.2,6,True,False,False,1,5,5
25,,Enzo,MID,CHE,6.5,7,True,False,False,1,2,2
25,,Mbeumo,MID,MUN,8.3,8,True,False,True,1,8,8
25,,Garner,MID,EVE,5.2,9,True,False,False,1,4,4
25,,Raúl,FWD,FUL,5.9,10,True,False,False,1,5,5
25,,Haaland,FWD,MCI,14.7,11,True,False,False,1,11,11
25,,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,1,0
25,,Kroupi.Jr,FWD,BOU,4.7,13,False,False,False,0,2,0
25,,Keane,DEF,EVE,4.5,14,False,False,False,0,4,0
25,,Estève,DEF,BUR,3.8,15,False,False,False,0,1,0
26,3xc,Raya,GKP,ARS,6.2,1,True,False,True,1,3,3
26,3xc,Keane,DEF,EVE,4.5,2,True,False,False,1,1,1
26,3xc,Thiaw,DEF,NEW,4.9,3,True,False,False,1,11,11
26,3xc,Gabriel,DEF,ARS,7.3,4,True,True,False,3,7,21
26,3xc,Palmer,MID,CHE,10.3,5,True,False,False,1,12,12
26,3xc,Rice,MID,ARS,7.2,6,True,False,False,1,14,14
26,3xc,Enzo,MID,CHE,6.5,7,True,False,False,1,2,2
26,3xc,Mbeumo,MID,MUN,8.3,8,True,False,False,1,6,6
26,3xc,Garner,MID,EVE,5.2,9,True,False,False,1,2,2
26,3xc,Kroupi.Jr,FWD,BOU,4.7,10,True,False,False,1,1,1
26,3xc,Haaland,FWD,MCI,14.7,11,True,False,False,1,5,5
26,3xc,Dúbravka,GKP,BUR,4.0,12,False,False,False,0,1,0
26,3xc,Raúl,FWD,FUL,5.9,13,False,False,False,0,1,0
26,3xc,Andersen,DEF,FUL,4.4,14,False,False,False,0,2,0
26,3xc,Estève,DEF,BUR,3.8,15,False,False,False,0,3,0
27,,Raya,GKP,ARS,6.2,1,True,False,False,1,3,3
27,,Senesi,DEF,BOU,5.2,2,True,False,False,1,5,5
27,,Andersen,DEF,FUL,4.4,3,True,False,False,1,4,4
27,,Gabriel,DEF,ARS,7.3,4,True,False,False,1,2,2
27,,Palmer,MID,CHE,10.3,5,True,True,False,2,3,6
27,,Rice,MID,ARS,7.2,6,True,False,False,1,4,4
27,,Enzo,MID,CHE,6.5,7,True,False,False,1,2,2
27,,Mbeumo,MID,MUN,8.3,8,True,False,False,1,6,6
27,,Garner,MID,EVE,5.2,9,True,False,False,1,2,2
